num,PET,variation,category,orig_text,clean_text,char_count,word_count,edited_text,label
408,hamileliği sonlandırmak,hamileliğin sonlandırılmasına,death,"""sorusu üzerine Asıltürkmen , istenmeyen hamileliğin sonlandırılmasına karşı olmadığını  ancak bunun 3 aya kadar yapılması gerektiğini kaydetti .""","""sorusuzerine asıltürkmen istenmeyen hamileliğin sonlandırılmasına karşı olmadığını  ancak bunun  aya kadar yapılması gerektiğini kaydetti",138,14,"""sorusu üzerine Asıltürkmen, istenmeyen [PET_BOUNDARY]hamileliğin sonlandırılmasına[PET_BOUNDARY] karşı olmadığını  ancak bunun 3 aya kadar yapılması gerektiğini kaydetti.""",0
409,hamileliği sonlandırmak,hamileliğini sonlandırmak,death,Bebek canlı  olduğundan hamileliğini sonlandırmak istemez .,bebek canlı  olduğundan hamileliğini sonlandırmak istemez,57,6,Bebek canlı  olduğundan [PET_BOUNDARY]hamileliğini sonlandırmak[PET_BOUNDARY] istemez.,1
410,hamileliği sonlandırmak,hamileliğini sonlandırmasına,death,Bir komşusunun istenmeyen hamileliğini sonlandırmasına yardımcı olunca Marie’nin  önünde farklı bir yol açılır .,bir komşusunun istenmeyen hamileliğini sonlandırmasına yardımcı olunca marie’nin nünde farklı bir yol açılır,108,13,Bir komşusunun istenmeyen [PET_BOUNDARY]hamileliğini sonlandırmasına[PET_BOUNDARY] yardımcı olunca Marie’nin  önünde farklı bir yol açılır.,0
411,hamileliği sonlandırmak,hamilelikleri sonlandıran,death,"""Miferprex  adlı etken maddeyi içeren ve iki aylığa kadar hamilelikleri sonlandıran ilaç ,  henüz Türkiye’de yok .""","""miferprex  adlı etken maddeyi içeren ve iki aylığa kadar hamilelikleri sonlandıran ilaç  henüz türkiye’de yok",110,15,"""Miferprex  adlı etken maddeyi içeren ve iki aylığa kadar [PET_BOUNDARY]hamilelikleri sonlandıran[PET_BOUNDARY] ilaç,  henüz Türkiye’de yok.""",0
412,hayat kadını,hayat kadınlarıyla,sexual activity,"İngiliz futbolcu David Beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun hayat kadınlarıyla cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""In Touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. Açıklamada, ABD'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""Maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.","i̇ngiliz futbolcu david beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun hayat kadınlarıyla cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""in touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. açıklamada, abd'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.",489,58,"İngiliz futbolcu David Beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun [PET_BOUNDARY]hayat kadınlarıyla[PET_BOUNDARY] cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""In Touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. Açıklamada, ABD'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""Maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.",1
413,hayat kadını,hayat kadınları,sexual activity,"DIŞ HABERLER SERVİSİ Bölge halkının rahatsızlığı üzerine yerel bir gazeteye konu olan Goddess Tapınağı, 6 ay önce polisin izleme ağına takıldı. Kadın ticareti yapan bir ""patroniçe"", hayat kadınları ve sürekli müşterileriyle, ‘tapınağın’ tam teşekküllü bir genelev gibi işletildiği anlaşıldı. Tapınak çalışanlarının ""ilahi yolu arayıcı"", ""ilahi birleşme"" gibi şifre kullandığı belirlendi. Polis, 18 kişiyi gözaltına aldı. Etiketler: ABD","diş haberler servi̇si̇ bölge halkının rahatsızlığı üzerine yerel bir gazeteye konu olan goddess tapınağı, 6 ay önce polisin izleme ağına takıldı. kadın ticareti yapan bir ""patroniçe"", hayat kadınları ve sürekli müşterileriyle, ‘tapınağın’ tam teşekküllü bir genelev gibi işletildiği anlaşıldı. tapınak çalışanlarının ""ilahi yolu arayıcı"", ""ilahi birleşme"" gibi şifre kullandığı belirlendi. polis, 18 kişiyi gözaltına aldı. etiketler: abd",437,57,"DIŞ HABERLER SERVİSİ Bölge halkının rahatsızlığı üzerine yerel bir gazeteye konu olan Goddess Tapınağı, 6 ay önce polisin izleme ağına takıldı. Kadın ticareti yapan bir ""patroniçe"", [PET_BOUNDARY]hayat kadınları[PET_BOUNDARY] ve sürekli müşterileriyle, ‘tapınağın’ tam teşekküllü bir genelev gibi işletildiği anlaşıldı. Tapınak çalışanlarının ""ilahi yolu arayıcı"", ""ilahi birleşme"" gibi şifre kullandığı belirlendi. Polis, 18 kişiyi gözaltına aldı. Etiketler: ABD",1
414,hayat kadını,hayat kadınıyla,sexual activity,"İddiaya göre polis, Stuttgart’ta geneleve giderek bir hayat kadınıyla cinsel ilişkiye girdi. Kadın 30 Euro’luk ücreti istediğinde polis kimliğini çıkaran E. kadını hapse atmakla tehdit etti. Aynı şantajı 2. kez yapan Türk polis 5 yıl hapisle yargılanıyor. Etiketler: Almanya","i̇ddiaya göre polis, stuttgart’ta geneleve giderek bir hayat kadınıyla cinsel ilişkiye girdi. kadın 30 euro’luk ücreti istediğinde polis kimliğini çıkaran e. kadını hapse atmakla tehdit etti. aynı şantajı 2. kez yapan türk polis 5 yıl hapisle yargılanıyor. etiketler: almanya",275,39,"İddiaya göre polis, Stuttgart’ta geneleve giderek bir [PET_BOUNDARY]hayat kadınıyla[PET_BOUNDARY] cinsel ilişkiye girdi. Kadın 30 Euro’luk ücreti istediğinde polis kimliğini çıkaran E. kadını hapse atmakla tehdit etti. Aynı şantajı 2. kez yapan Türk polis 5 yıl hapisle yargılanıyor. Etiketler: Almanya",1
415,hayat kadını,hayat kadını,sexual activity,"ABC televizyonuna konuşan Rowe, Osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. Hayat kadını, News of the World gazetesi tarafından telefonlarının dinlendiğini ve Osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. Etiketler:","abc televizyonuna konuşan rowe, osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. hayat kadını, news of the world gazetesi tarafından telefonlarının dinlendiğini ve osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. etiketler:",273,33,"ABC televizyonuna konuşan Rowe, Osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. [PET_BOUNDARY]Hayat kadını[PET_BOUNDARY], News of the World gazetesi tarafından telefonlarının dinlendiğini ve Osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. Etiketler:",1
416,hayat kadını,hayat kadını,sexual activity,"Odom’u genelevde baygın halde bulan hayat kadını ortaya çıktı.Eski basketbolcuyu o halde görüğü anda çok korktuğunu belirten kadın, hemen ambulans çağırdığını söyledi.Hayat kadını, Odom’un o dönem geneleve sık sık uğradığını da sözlerine ekledi.","odom’u genelevde baygın halde bulan hayat kadını ortaya çıktı.eski basketbolcuyu o halde görüğü anda çok korktuğunu belirten kadın, hemen ambulans çağırdığını söyledi.hayat kadını, odom’un o dönem geneleve sık sık uğradığını da sözlerine ekledi.",245,33,"Odom’u genelevde baygın halde bulan [PET_BOUNDARY]hayat kadını[PET_BOUNDARY] ortaya çıktı.Eski basketbolcuyu o halde görüğü anda çok korktuğunu belirten kadın, hemen ambulans çağırdığını söyledi.Hayat kadını, Odom’un o dönem geneleve sık sık uğradığını da sözlerine ekledi.",1
417,hayat kadını,hayat kadınlarının,sexual activity,"Kumarhane kralı Adelson’ın bağışının ortaya çıkmasının ardından Demokrat Parti’nin kampanya ekibi, Romney’yi Adelson hakkında ortaya atılan iddialardan yola çıkarak ‘Çinli hayat kadınlarının paralarını’ kabul etmekle itham etti. Demokrat Parti’nin bu açıklamasının ardından Adelson’ın avukatı harekete geçti. Avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, Demokratların özür dilemesi gerektiğini söyledi. Etiketler: Haber , Haberler , Mitt Romney , ABD","kumarhane kralı adelson’ın bağışının ortaya çıkmasının ardından demokrat parti’nin kampanya ekibi, romney’yi adelson hakkında ortaya atılan iddialardan yola çıkarak ‘çinli hayat kadınlarının paralarını’ kabul etmekle itham etti. demokrat parti’nin bu açıklamasının ardından adelson’ın avukatı harekete geçti. avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, demokratların özür dilemesi gerektiğini söyledi. etiketler: haber , haberler , mitt romney , abd",465,56,"Kumarhane kralı Adelson’ın bağışının ortaya çıkmasının ardından Demokrat Parti’nin kampanya ekibi, Romney’yi Adelson hakkında ortaya atılan iddialardan yola çıkarak ‘Çinli [PET_BOUNDARY]hayat kadınlarının[PET_BOUNDARY] paralarını’ kabul etmekle itham etti. Demokrat Parti’nin bu açıklamasının ardından Adelson’ın avukatı harekete geçti. Avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, Demokratların özür dilemesi gerektiğini söyledi. Etiketler: Haber , Haberler , Mitt Romney , ABD",1
418,hayat kadını,hayat kadının,sexual activity,Fransa’da Lille başsavcılığı DSK’yla ilgili fuhuş skandalının ele aldığı davada aralık 2010’da Washington DC’deki bir seks partisinde gerçekleşen toplu tecavüz iddialarıyla ilgili bir tanığın dinleneceğini duyurdu. İddia sahibi Belçikalı hayat kadının ifadesine göre resmi soruşturmanın açılıp açılmayacağına karar verilecek. Lille’de ‘organize fuhuş çetesiyle ilişki’ suçlamasıyla açılan davada DSK 100 bin euro kefaletle gözetim altında bulundurulmak üzere serbest bırakılmıştı. Etiketler:,fransa’da lille başsavcılığı dsk’yla ilgili fuhuş skandalının ele aldığı davada aralık 2010’da washington dc’deki bir seks partisinde gerçekleşen toplu tecavüz iddialarıyla ilgili bir tanığın dinleneceğini duyurdu. i̇ddia sahibi belçikalı hayat kadının ifadesine göre resmi soruşturmanın açılıp açılmayacağına karar verilecek. lille’de ‘organize fuhuş çetesiyle ilişki’ suçlamasıyla açılan davada dsk 100 bin euro kefaletle gözetim altında bulundurulmak üzere serbest bırakılmıştı. etiketler:,492,59,Fransa’da Lille başsavcılığı DSK’yla ilgili fuhuş skandalının ele aldığı davada aralık 2010’da Washington DC’deki bir seks partisinde gerçekleşen toplu tecavüz iddialarıyla ilgili bir tanığın dinleneceğini duyurdu. İddia sahibi Belçikalı [PET_BOUNDARY]hayat kadının[PET_BOUNDARY] ifadesine göre resmi soruşturmanın açılıp açılmayacağına karar verilecek. Lille’de ‘organize fuhuş çetesiyle ilişki’ suçlamasıyla açılan davada DSK 100 bin euro kefaletle gözetim altında bulundurulmak üzere serbest bırakılmıştı. Etiketler:,1
419,hayat kadını,hayat kadını,sexual activity,"Fransız Le Figaro gazetesinin ele geçirdiği ifadede DSK’nın ‘6 kadınla birden birlikte olmak normal’ dediği görüldü. DSK ifadesinde, hep çıplak oldukları için kadınların hayat kadını olduğunu anlamadığını da söylüyor. DSK’nın New York’ta karıştığı seks skandalı sonrasında mahkemeden talep ettiği ‘diplomatik dokunulmazlık’ isteği de reddedildi. Etiketler:","fransız le figaro gazetesinin ele geçirdiği ifadede dsk’nın ‘6 kadınla birden birlikte olmak normal’ dediği görüldü. dsk ifadesinde, hep çıplak oldukları için kadınların hayat kadını olduğunu anlamadığını da söylüyor. dsk’nın new york’ta karıştığı seks skandalı sonrasında mahkemeden talep ettiği ‘diplomatik dokunulmazlık’ isteği de reddedildi. etiketler:",356,45,"Fransız Le Figaro gazetesinin ele geçirdiği ifadede DSK’nın ‘6 kadınla birden birlikte olmak normal’ dediği görüldü. DSK ifadesinde, hep çıplak oldukları için kadınların [PET_BOUNDARY]hayat kadını[PET_BOUNDARY] olduğunu anlamadığını da söylüyor. DSK’nın New York’ta karıştığı seks skandalı sonrasında mahkemeden talep ettiği ‘diplomatik dokunulmazlık’ isteği de reddedildi. Etiketler:",1
420,hayat kadını,hayat kadınlarıyla,sexual activity,"FOTOĞRAF: AP/Farah Abdi Warsameh 2010’da 47 gemi kaçıran korsanlar bu yıl sadece 5 gemi kaçırabildi. Korsanların bir zamanlar hayat kadınlarıyla eğlendiği, çaldıkları arabalarla gezdiği sahiller artık bitmiş viski şişeleri ve ters dönmüş kayıklarla dolu. Rehinelerin kurtarılmasının ardından terk edilen Tayvan gemisi de adeta korsanların düşüşünü simgeliyor. Etiketler: haber , haberler ,","fotoğraf: ap/farah abdi warsameh 2010’da 47 gemi kaçıran korsanlar bu yıl sadece 5 gemi kaçırabildi. korsanların bir zamanlar hayat kadınlarıyla eğlendiği, çaldıkları arabalarla gezdiği sahiller artık bitmiş viski şişeleri ve ters dönmüş kayıklarla dolu. rehinelerin kurtarılmasının ardından terk edilen tayvan gemisi de adeta korsanların düşüşünü simgeliyor. etiketler: haber , haberler ,",389,51,"FOTOĞRAF: AP / Farah Abdi Warsameh 2010’da 47 gemi kaçıran korsanlar bu yıl sadece 5 gemi kaçırabildi. Korsanların bir zamanlar [PET_BOUNDARY]hayat kadınlarıyla[PET_BOUNDARY] eğlendiği, çaldıkları arabalarla gezdiği sahiller artık bitmiş viski şişeleri ve ters dönmüş kayıklarla dolu. Rehinelerin kurtarılmasının ardından terk edilen Tayvan gemisi de adeta korsanların düşüşünü simgeliyor. Etiketler: haber , haberler ,",1
421,hayat kadını,hayat kadınları,sexual activity,Reşit olmayan bir kişi ile para karşılığı cinsel ilişkiye girmek suçuyla yargılanan İtalya eski başbakanı Silvio Berlusconi ile hayat kadınları pazarlayan tacir arasında iletişimi sağlayan gazeteci Valter Lavitola tutuklandı. Arjantin’e kaçan Lavitola’nın Belusconi’yi tehdit ederek şantaj yaptığı ve karşılığında 5 milyon euro istediği ortaya çıkmıştı. Etiketler:,reşit olmayan bir kişi ile para karşılığı cinsel ilişkiye girmek suçuyla yargılanan i̇talya eski başbakanı silvio berlusconi ile hayat kadınları pazarlayan tacir arasında iletişimi sağlayan gazeteci valter lavitola tutuklandı. arjantin’e kaçan lavitola’nın belusconi’yi tehdit ederek şantaj yaptığı ve karşılığında 5 milyon euro istediği ortaya çıkmıştı. etiketler:,365,46,Reşit olmayan bir kişi ile para karşılığı cinsel ilişkiye girmek suçuyla yargılanan İtalya eski başbakanı Silvio Berlusconi ile [PET_BOUNDARY]hayat kadınları[PET_BOUNDARY] pazarlayan tacir arasında iletişimi sağlayan gazeteci Valter Lavitola tutuklandı. Arjantin’e kaçan Lavitola’nın Belusconi’yi tehdit ederek şantaj yaptığı ve karşılığında 5 milyon euro istediği ortaya çıkmıştı. Etiketler:,1
422,hayat kadını,hayat kadını,sexual activity,"Le Monde gazetesi, Fransız polisinin Strauss-Kahn’ı ünlü işadamlarına düzenlenen partilerde ""kadın pazarladığı"" gerekçesiyle itham edilmeden önce polise verdiği ifadeyi ele geçirdi. Belgelerde Strauss-Kahn, bir işadamı arkadaşına attığı mesajda, ""Benimle ve biraz ekipmanla 4 Temmuz’da Madrid’deki seksi gece kulübüne gelmek ister misin"" dediği görüldü. Ekonomistin bu ifadeleri kullandığını, kadınlarla beraber olduğunu ama onların hayat kadını olduğunu bilmediğini söylediği açıklandı. Etiketler:","le monde gazetesi, fransız polisinin strauss-kahn’ı ünlü işadamlarına düzenlenen partilerde ""kadın pazarladığı"" gerekçesiyle itham edilmeden önce polise verdiği ifadeyi ele geçirdi. belgelerde strauss-kahn, bir işadamı arkadaşına attığı mesajda, ""benimle ve biraz ekipmanla 4 temmuz’da madrid’deki seksi gece kulübüne gelmek ister misin"" dediği görüldü. ekonomistin bu ifadeleri kullandığını, kadınlarla beraber olduğunu ama onların hayat kadını olduğunu bilmediğini söylediği açıklandı. etiketler:",498,59,"Le Monde gazetesi, Fransız polisinin Strauss - Kahn’ı ünlü işadamlarına düzenlenen partilerde ""kadın pazarladığı"" gerekçesiyle itham edilmeden önce polise verdiği ifadeyi ele geçirdi. Belgelerde Strauss - Kahn, bir işadamı arkadaşına attığı mesajda, ""Benimle ve biraz ekipmanla 4 Temmuz’da Madrid’deki seksi gece kulübüne gelmek ister misin"" dediği görüldü. Ekonomistin bu ifadeleri kullandığını, kadınlarla beraber olduğunu ama onların [PET_BOUNDARY]hayat kadını[PET_BOUNDARY] olduğunu bilmediğini söylediği açıklandı. Etiketler:",1
423,hayat kadını,hayat kadınını,sexual activity,"Yönetmen Erden Kıral ile oyuncu Nurgül Yeşilçay, yeni bir film projesinde bir araya geldi. Kıral, daha önce ""Vicdan""da başrol oynattığı Yeşilçay’la yeni filmi "" Gece "" için de anlaştı. 2008 yapımı ""Vicdan""da bir hayat kadınını oynayan Yeşilçay, bu kez bir konsomatrisi canlandıracak. Çekimler temmuz ayında İzmir ’de başlayacak. Usta oyuncu İlyas Salman’ın da rol alacağı ""Gece""de Yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (Hürriyet)","yönetmen erden kıral ile oyuncu nurgül yeşilçay, yeni bir film projesinde bir araya geldi. kıral, daha önce ""vicdan""da başrol oynattığı yeşilçay’la yeni filmi "" gece "" için de anlaştı. 2008 yapımı ""vicdan""da bir hayat kadınını oynayan yeşilçay, bu kez bir konsomatrisi canlandıracak. çekimler temmuz ayında i̇zmir ’de başlayacak. usta oyuncu i̇lyas salman’ın da rol alacağı ""gece""de yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (hürriyet)",452,65,"Yönetmen Erden Kıral ile oyuncu Nurgül Yeşilçay, yeni bir film projesinde bir araya geldi. Kıral, daha önce ""Vicdan""da başrol oynattığı Yeşilçay’la yeni filmi "" Gece "" için de anlaştı. 2008 yapımı ""Vicdan""da bir [PET_BOUNDARY]hayat kadınını[PET_BOUNDARY] oynayan Yeşilçay, bu kez bir konsomatrisi canlandıracak. Çekimler temmuz ayında İzmir ’de başlayacak. Usta oyuncu İlyas Salman’ın da rol alacağı ""Gece""de Yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (Hürriyet)",1
